Student_ID,Age,Gender,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Online_Learning_Hours,Course_Participation_Score,Forum_Activity_Count,Login_Frequency_Per_Week,Learning_Resource_Access_Count,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Counseling_Received,Tutoring_Support_Received,Adaptive_Learning_Resource_Used,Performance_Score,Final_Academic_Score,Intervention_Recommendation,Academic_Risk_Level,Academic_Risk_Class
4288,24,Male,1,96.82,83.29,20.86,38.73,2.27,4.6,97.7,32,2,41,0,1,44.61,1,0,0,70.47,72.43,Regular Monitoring,Low Risk,0
4289,18,Female,1,71.42,69.46,36.79,30.09,3.49,9.72,67.98,18,14,19,3,3,61.56,0,0,1,67.66,69.24,Regular Monitoring,Low Risk,0
4290,25,Female,1,46.78,86.77,59.95,30.15,3.55,5.73,46.16,40,9,6,4,3,39.83,1,0,0,55.92,60.46,Adaptive Learning Resources,Medium Risk,1
4291,20,Female,1,76.58,60.26,78.08,51.27,1.41,5.52,65.08,17,8,45,7,2,45.15,1,1,0,45.47,50.44,Adaptive Learning Resources,Medium Risk,1
4292,17,Male,2,39.95,98.8,50.02,17.64,2.06,4.44,20.23,13,5,6,6,0,85.74,1,0,0,45.58,46.8,Adaptive Learning Resources,Medium Risk,1
4293,24,Male,4,76.28,97.0,67.12,99.6,1.61,12.12,93.54,20,9,40,5,3,81.09,1,1,0,73.01,75.07,Regular Monitoring,Low Risk,0
4294,23,Female,3,87.56,41.74,65.72,72.62,3.67,9.87,82.77,38,6,79,5,4,49.61,0,0,0,69.38,70.13,Regular Monitoring,Low Risk,0
4295,21,Male,3,57.97,50.96,91.19,12.73,3.26,10.95,33.32,33,11,76,4,1,23.32,1,0,0,68.39,71.14,Regular Monitoring,Low Risk,0
4296,21,Female,2,39.63,80.22,30.25,72.27,2.69,6.21,68.75,30,13,22,3,2,39.29,0,0,0,62.37,66.18,Adaptive Learning Resources,Medium Risk,1
4297,23,Female,4,79.99,82.13,55.5,81.26,2.95,12.67,21.65,16,14,61,7,4,77.21,1,0,1,64.34,68.78,Adaptive Learning Resources,Medium Risk,1
4298,21,Male,4,57.06,92.86,68.71,27.17,3.74,6.54,37.28,6,9,76,7,2,79.23,0,0,1,63.04,67.97,Adaptive Learning Resources,Medium Risk,1
4299,24,Male,4,51.19,72.21,59.18,85.62,1.91,3.06,33.6,20,9,33,9,1,42.59,0,1,0,42.66,48.26,Adaptive Learning Resources,Medium Risk,1
4300,22,Female,4,79.8,58.01,53.28,65.06,1.04,7.9,32.49,6,3,68,2,7,94.87,1,1,0,36.31,41.67,Academic Counseling and Tutoring,High Risk,2
4301,21,Male,1,98.02,50.21,97.74,83.88,1.08,6.95,64.17,0,7,14,7,0,57.65,0,1,0,62.06,68.39,Adaptive Learning Resources,Medium Risk,1
4302,25,Female,3,83.45,53.53,95.07,74.5,1.14,1.83,97.15,21,4,7,4,7,89.66,1,1,0,36.17,41.52,Academic Counseling and Tutoring,High Risk,2
4303,18,Female,3,66.94,88.03,66.97,73.42,1.39,10.11,30.43,21,4,49,0,6,60.03,1,1,0,53.35,58.49,Adaptive Learning Resources,Medium Risk,1
4304,17,Female,2,74.03,98.4,52.36,24.24,2.71,12.27,89.83,22,14,24,7,4,16.03,1,1,0,53.11,57.19,Adaptive Learning Resources,Medium Risk,1
4305,24,Female,2,44.25,24.15,79.21,38.42,3.94,5.66,26.58,27,7,71,6,7,23.46,0,1,0,31.32,39.97,Academic Counseling and Tutoring,High Risk,2
4306,19,Male,1,87.86,66.42,58.6,57.09,2.26,11.51,26.63,39,6,23,6,3,23.95,0,0,1,50.38,55.99,Adaptive Learning Resources,Medium Risk,1
4307,23,Male,1,74.28,61.6,99.62,20.13,3.14,8.99,70.25,29,4,46,4,2,76.0,1,0,0,70.33,71.53,Regular Monitoring,Low Risk,0
4308,24,Female,4,97.78,50.09,73.3,53.06,3.38,4.46,65.96,44,5,59,4,7,88.12,0,0,1,51.64,56.19,Adaptive Learning Resources,Medium Risk,1
4309,22,Male,3,98.67,88.13,20.79,50.08,3.4,5.49,47.54,9,6,41,6,0,59.69,1,0,1,68.91,70.29,Regular Monitoring,Low Risk,0
4310,25,Female,1,58.05,66.06,49.16,30.87,2.33,14.22,62.67,11,4,50,8,1,87.61,0,0,1,55.37,60.22,Adaptive Learning Resources,Medium Risk,1
4311,23,Female,1,99.26,45.05,77.07,27.97,2.65,3.63,80.39,44,13,35,9,3,46.61,0,1,1,44.47,47.2,Adaptive Learning Resources,Medium Risk,1
4312,21,Male,3,97.19,55.53,86.6,32.26,1.99,2.7,81.86,15,8,72,0,2,23.66,1,0,0,68.44,69.41,Regular Monitoring,Low Risk,0
4313,24,Male,2,76.59,48.54,84.14,64.46,3.06,1.6,20.96,20,4,2,7,6,37.01,0,0,1,29.97,34.96,Academic Counseling and Tutoring,High Risk,2
4314,18,Female,2,56.68,54.41,98.07,47.35,2.15,13.2,26.25,12,11,23,9,0,25.03,0,0,1,56.13,59.57,Adaptive Learning Resources,Medium Risk,1
4315,23,Female,1,83.97,25.7,56.58,47.26,1.93,10.25,20.27,3,13,68,8,1,90.29,0,1,0,51.72,56.88,Adaptive Learning Resources,Medium Risk,1
4316,20,Male,1,52.63,28.95,26.91,26.36,2.88,2.19,21.25,36,12,69,6,5,35.33,1,1,0,22.23,30.86,Academic Counseling and Tutoring,High Risk,2
4317,25,Female,2,75.94,69.9,70.44,80.86,2.02,11.6,87.17,29,10,58,1,6,78.81,0,0,1,68.63,71.04,Regular Monitoring,Low Risk,0
4318,17,Female,3,36.6,74.73,21.01,73.03,2.22,9.63,26.68,25,4,67,4,5,21.06,1,0,0,36.63,43.48,Academic Counseling and Tutoring,High Risk,2
4319,23,Female,1,75.86,70.93,97.75,48.62,3.13,14.8,76.88,13,10,71,3,5,80.88,0,0,1,78.16,79.61,Regular Monitoring,Low Risk,0
4320,22,Male,2,96.85,81.05,79.48,22.8,3.56,7.92,98.4,36,10,51,6,0,22.23,0,1,0,80.42,82.84,Regular Monitoring,Low Risk,0
4321,24,Male,3,50.28,95.48,98.48,74.32,2.3,7.99,85.67,24,1,25,2,1,95.55,0,0,1,82.71,86.43,Regular Monitoring,Low Risk,0
4322,21,Female,4,85.58,88.85,47.07,90.9,2.57,4.11,25.31,38,6,67,7,3,69.45,1,1,1,54.22,59.01,Adaptive Learning Resources,Medium Risk,1
4323,17,Female,1,54.07,53.48,16.34,26.04,3.24,3.27,91.51,26,12,13,4,5,72.49,0,0,1,40.86,45.52,Adaptive Learning Resources,Medium Risk,1
4324,17,Male,3,81.01,37.4,59.31,64.24,1.67,11.14,96.65,13,1,6,5,4,72.88,0,0,1,47.94,53.29,Adaptive Learning Resources,Medium Risk,1
4325,25,Female,4,80.5,44.95,25.3,48.19,2.25,5.9,76.51,1,9,78,3,2,38.35,0,0,0,56.71,59.6,Adaptive Learning Resources,Medium Risk,1
4326,22,Female,4,47.01,67.02,72.77,17.89,3.43,11.0,69.3,1,5,11,6,7,52.65,0,1,1,37.25,45.67,Academic Counseling and Tutoring,High Risk,2
4327,21,Male,3,73.81,88.5,57.29,75.32,3.68,11.73,68.14,32,2,23,8,4,91.95,1,0,1,63.44,69.18,Adaptive Learning Resources,Medium Risk,1
4328,17,Female,3,90.85,76.14,79.04,16.4,2.93,13.6,85.62,1,9,8,3,3,32.59,0,1,0,71.64,73.35,Regular Monitoring,Low Risk,0
4329,22,Female,1,59.86,63.44,39.74,73.2,2.18,6.7,64.28,33,8,5,5,6,59.85,1,0,0,36.71,41.11,Academic Counseling and Tutoring,High Risk,2
4330,22,Male,3,81.17,68.15,85.48,35.3,2.82,1.89,46.7,24,4,67,5,4,42.45,0,1,0,47.11,51.21,Adaptive Learning Resources,Medium Risk,1
4331,19,Male,3,78.84,62.26,70.32,60.91,1.54,0.81,97.63,44,3,58,0,2,79.9,1,1,1,66.19,68.05,Regular Monitoring,Low Risk,0
4332,24,Female,2,51.74,97.73,98.96,24.44,1.09,4.73,23.88,36,4,27,8,3,53.78,1,0,0,28.43,35.34,Academic Counseling and Tutoring,High Risk,2
4333,17,Male,2,94.71,85.29,30.18,43.38,1.22,14.02,73.23,26,10,23,1,6,44.13,0,0,1,51.38,52.46,Adaptive Learning Resources,Medium Risk,1
4334,17,Male,3,71.63,82.5,19.35,19.37,1.32,11.34,66.85,25,13,70,9,2,65.4,1,0,0,39.02,46.85,Academic Counseling and Tutoring,High Risk,2
4335,22,Female,4,58.09,61.39,87.34,52.06,1.68,8.61,71.13,21,4,75,0,4,24.01,1,1,0,59.54,62.89,Adaptive Learning Resources,Medium Risk,1
4336,17,Female,2,45.68,46.54,43.77,29.2,2.39,3.97,71.38,6,12,63,4,7,62.6,0,0,0,28.61,36.02,Academic Counseling and Tutoring,High Risk,2
4337,22,Female,1,65.77,21.56,51.66,26.91,1.7,10.84,29.88,12,14,20,1,6,81.6,0,0,1,40.03,42.01,Adaptive Learning Resources,Medium Risk,1
4338,17,Female,3,82.46,23.47,93.68,19.64,2.76,11.24,30.68,27,9,42,9,7,96.85,0,1,0,30.07,35.44,Academic Counseling and Tutoring,High Risk,2
4339,22,Male,1,75.54,22.42,52.46,78.89,3.99,3.84,25.39,44,6,23,4,0,86.84,0,0,1,74.11,76.25,Regular Monitoring,Low Risk,0
4340,19,Male,3,82.26,98.44,40.33,67.56,2.49,10.77,95.07,27,4,28,0,6,67.39,0,0,0,67.54,69.11,Regular Monitoring,Low Risk,0
4341,24,Male,1,86.46,29.16,20.06,24.12,3.27,2.24,68.79,23,2,3,6,5,60.95,1,0,1,27.6,33.38,Academic Counseling and Tutoring,High Risk,2
4342,22,Male,2,63.67,31.37,52.65,52.52,1.88,1.97,26.17,34,11,22,3,6,42.94,0,1,0,26.71,36.44,Academic Counseling and Tutoring,High Risk,2
4343,17,Female,3,68.81,58.73,70.67,69.48,3.89,1.3,54.69,32,9,23,7,6,55.62,0,0,0,43.69,47.83,Adaptive Learning Resources,Medium Risk,1
4344,21,Female,1,99.12,58.51,37.88,89.03,1.75,12.25,48.75,36,7,10,7,0,67.57,1,1,0,65.45,66.55,Regular Monitoring,Low Risk,0
4345,24,Male,1,97.92,93.6,76.01,15.36,2.79,4.42,31.86,8,12,32,6,2,26.03,1,0,0,55.72,61.16,Adaptive Learning Resources,Medium Risk,1
4346,19,Male,2,61.96,25.88,55.65,42.61,3.95,9.26,85.76,2,11,46,0,0,76.48,0,1,1,92.53,96.02,Regular Monitoring,Low Risk,0
4347,22,Male,2,79.54,96.58,87.94,65.44,3.42,2.6,82.05,1,12,2,2,2,35.83,0,1,0,82.19,82.81,Regular Monitoring,Low Risk,0
4348,21,Female,3,52.39,37.31,28.75,11.41,3.98,6.92,57.13,21,5,16,5,4,24.8,0,0,0,38.61,44.15,Academic Counseling and Tutoring,High Risk,2
4349,22,Male,2,44.93,97.61,79.35,31.92,2.14,0.9,61.8,20,2,31,5,1,23.33,1,1,1,47.26,51.36,Adaptive Learning Resources,Medium Risk,1
4350,17,Male,2,84.95,63.31,94.27,77.04,1.23,12.97,54.91,36,13,14,5,3,42.17,0,0,0,61.78,68.94,Adaptive Learning Resources,Medium Risk,1
4351,23,Female,2,63.35,72.16,78.02,42.02,1.73,8.33,64.08,23,1,79,1,4,42.23,0,0,1,55.37,57.2,Adaptive Learning Resources,Medium Risk,1
4352,25,Male,1,46.51,45.26,49.5,17.6,3.87,13.41,78.61,13,7,35,7,1,63.65,0,1,1,63.39,66.66,Adaptive Learning Resources,Medium Risk,1
4353,18,Male,3,84.33,68.95,34.59,66.39,2.11,7.28,90.08,32,3,26,2,7,53.93,0,0,0,44.1,47.82,Adaptive Learning Resources,Medium Risk,1
4354,21,Female,1,94.49,76.87,23.36,32.5,1.37,5.09,67.39,16,8,58,4,5,78.75,1,0,0,37.49,43.01,Academic Counseling and Tutoring,High Risk,2
4355,20,Male,4,95.66,20.83,69.6,73.15,2.78,6.31,30.06,20,13,34,8,4,16.63,0,1,1,42.45,46.9,Adaptive Learning Resources,Medium Risk,1
4356,22,Female,2,73.76,22.74,27.14,91.02,2.5,4.04,81.76,12,4,17,6,1,22.73,0,0,0,49.85,53.57,Adaptive Learning Resources,Medium Risk,1
4357,22,Male,2,66.18,98.92,86.26,57.51,1.19,13.34,49.78,43,5,70,8,7,36.08,0,1,1,31.76,41.05,Academic Counseling and Tutoring,High Risk,2
4358,18,Male,3,44.22,56.6,96.66,63.92,2.36,4.79,70.39,43,14,28,3,2,18.31,0,1,1,63.61,66.36,Adaptive Learning Resources,Medium Risk,1
4359,18,Male,4,86.53,94.87,26.54,56.3,2.9,4.74,35.89,39,3,27,0,3,28.94,1,1,1,63.43,65.04,Adaptive Learning Resources,Medium Risk,1
4360,20,Female,4,96.45,78.39,46.96,83.57,1.7,9.66,33.07,10,7,63,9,5,76.82,0,0,1,40.04,43.51,Adaptive Learning Resources,Medium Risk,1
4361,17,Female,2,92.81,49.84,94.67,31.75,1.37,2.28,24.21,1,4,20,2,6,82.86,0,1,0,34.72,39.8,Academic Counseling and Tutoring,High Risk,2
4362,25,Female,1,83.87,32.07,55.01,46.14,3.59,3.68,45.16,36,1,23,4,2,65.37,0,0,1,57.41,60.31,Adaptive Learning Resources,Medium Risk,1
4363,23,Female,4,35.3,98.25,60.51,90.55,2.88,6.73,67.77,27,5,58,9,6,63.53,0,0,1,39.84,48.46,Academic Counseling and Tutoring,High Risk,2
4364,23,Female,1,61.5,66.76,78.54,75.13,1.47,3.15,45.5,2,2,75,0,3,68.28,0,0,1,59.84,65.03,Adaptive Learning Resources,Medium Risk,1
4365,19,Male,4,61.7,35.39,32.9,38.81,2.89,4.23,39.27,14,7,36,6,1,83.1,1,0,0,48.04,51.02,Adaptive Learning Resources,Medium Risk,1
4366,19,Male,3,93.13,74.53,98.23,84.94,3.21,10.65,99.59,23,11,15,0,5,86.64,0,1,1,92.37,92.78,Regular Monitoring,Low Risk,0
4367,17,Male,4,39.27,27.36,81.38,31.49,2.79,4.56,99.91,7,2,8,7,0,43.82,0,0,0,49.64,55.18,Adaptive Learning Resources,Medium Risk,1
4368,19,Male,4,69.53,89.44,28.72,67.08,1.35,9.74,68.4,5,14,11,6,7,50.39,0,0,0,31.5,36.59,Academic Counseling and Tutoring,High Risk,2
4369,19,Male,1,43.85,27.21,24.44,96.08,1.37,7.67,45.89,31,4,49,1,0,83.74,1,0,1,62.45,68.02,Adaptive Learning Resources,Medium Risk,1
4370,20,Male,3,78.05,38.9,94.47,61.72,1.14,11.63,88.93,40,2,47,6,6,32.91,0,1,1,36.22,43.39,Academic Counseling and Tutoring,High Risk,2
4371,20,Male,1,86.5,27.31,73.23,81.95,1.7,11.39,78.94,34,7,75,5,0,95.13,0,0,1,76.32,77.66,Regular Monitoring,Low Risk,0
4372,19,Male,1,76.73,28.3,18.28,76.19,1.18,3.36,69.28,12,11,27,6,5,86.25,0,0,0,26.9,32.96,Academic Counseling and Tutoring,High Risk,2
4373,24,Male,2,86.65,61.91,27.07,87.91,3.42,14.18,92.66,27,3,19,0,6,52.47,0,0,0,73.72,75.65,Regular Monitoring,Low Risk,0
4374,24,Female,1,74.49,74.96,19.07,97.19,1.05,12.13,55.62,41,2,66,6,6,58.67,0,0,1,34.6,43.42,Academic Counseling and Tutoring,High Risk,2
4375,17,Female,3,47.34,83.08,97.8,12.01,2.74,8.22,40.44,3,2,4,8,5,52.18,0,0,0,31.59,35.5,Academic Counseling and Tutoring,High Risk,2
4376,23,Male,4,59.87,75.6,57.32,12.51,3.43,8.62,97.36,30,12,75,7,6,34.47,0,1,1,43.9,46.3,Adaptive Learning Resources,Medium Risk,1
4377,18,Male,3,97.2,49.08,54.28,63.5,3.68,12.52,88.82,0,2,30,6,0,35.4,1,1,0,80.52,82.6,Regular Monitoring,Low Risk,0
4378,17,Male,1,53.73,64.58,96.24,95.88,2.23,7.52,92.97,29,11,6,1,5,40.74,0,0,0,67.86,69.52,Regular Monitoring,Low Risk,0
4379,19,Female,4,39.09,94.21,57.89,53.71,2.86,7.44,93.46,7,6,70,6,7,49.7,0,0,0,40.61,42.56,Adaptive Learning Resources,Medium Risk,1
4380,20,Male,4,60.01,51.01,59.01,85.58,3.85,9.64,50.61,39,8,16,1,4,90.97,0,0,0,77.98,80.5,Regular Monitoring,Low Risk,0
4381,22,Female,3,58.81,40.19,98.65,79.11,3.01,1.78,88.86,13,7,27,3,6,45.48,1,0,0,52.1,54.85,Adaptive Learning Resources,Medium Risk,1
4382,21,Male,3,65.57,61.55,24.47,54.84,3.7,8.94,91.14,43,14,37,0,7,62.81,0,0,0,63.85,65.64,Adaptive Learning Resources,Medium Risk,1
4383,20,Male,4,71.42,43.79,98.79,56.19,3.05,3.75,63.81,27,10,5,2,4,22.52,1,0,0,60.33,65.89,Adaptive Learning Resources,Medium Risk,1
4384,24,Male,1,99.51,40.95,29.08,49.24,1.2,2.19,70.02,33,1,30,4,0,47.67,0,0,0,46.61,51.29,Adaptive Learning Resources,Medium Risk,1
4385,20,Male,4,84.16,82.3,55.2,32.7,1.59,12.32,66.2,38,3,40,5,5,51.36,0,0,0,42.66,43.48,Adaptive Learning Resources,Medium Risk,1
4386,18,Female,4,37.33,91.27,43.7,87.28,3.82,6.04,21.28,3,11,23,2,2,57.74,0,0,1,75.46,76.94,Regular Monitoring,Low Risk,0
4387,19,Male,4,81.33,60.19,96.21,28.86,3.53,7.79,62.84,23,8,63,2,1,54.26,1,1,1,84.15,85.75,Regular Monitoring,Low Risk,0
4388,22,Female,1,88.58,82.38,56.27,91.62,2.27,4.76,23.03,26,12,66,9,0,71.17,1,1,0,63.5,67.41,Adaptive Learning Resources,Medium Risk,1
4389,24,Female,4,93.22,34.97,16.96,42.38,1.48,0.95,56.09,41,8,47,5,2,87.25,0,1,1,37.7,46.02,Academic Counseling and Tutoring,High Risk,2
4390,24,Female,2,62.56,63.81,33.84,12.38,1.47,6.91,23.65,10,12,77,8,2,68.71,0,1,0,31.13,35.52,Academic Counseling and Tutoring,High Risk,2
4391,25,Male,3,55.39,70.9,51.62,25.15,3.71,11.38,56.43,22,13,55,1,2,47.93,0,1,0,79.27,82.68,Regular Monitoring,Low Risk,0
4392,23,Male,4,89.56,59.25,72.49,89.9,1.5,11.5,44.38,41,12,7,1,6,80.68,0,1,0,61.19,67.3,Adaptive Learning Resources,Medium Risk,1
4393,18,Male,1,85.55,29.35,62.76,21.56,2.16,13.87,81.91,31,9,12,6,4,73.18,0,1,0,47.81,52.03,Adaptive Learning Resources,Medium Risk,1
4394,24,Male,2,69.84,78.73,87.24,76.49,3.7,12.69,58.33,3,12,2,3,7,73.69,0,1,0,70.39,71.48,Regular Monitoring,Low Risk,0
4395,23,Female,4,42.66,87.13,85.42,26.45,1.1,14.74,60.97,18,7,66,0,3,81.88,0,1,0,66.9,68.5,Regular Monitoring,Low Risk,0
4396,24,Male,4,77.36,70.82,65.19,54.9,2.89,8.79,92.29,6,5,8,5,5,24.43,0,0,1,51.79,56.06,Adaptive Learning Resources,Medium Risk,1
4397,19,Female,4,39.27,33.53,63.56,28.47,2.05,1.24,58.58,32,3,44,8,4,45.75,1,1,1,16.41,23.29,Academic Counseling and Tutoring,High Risk,2
4398,23,Male,1,41.52,25.96,38.64,39.98,1.32,13.02,32.51,13,8,43,9,0,29.3,1,0,0,33.62,40.18,Academic Counseling and Tutoring,High Risk,2
4399,25,Female,3,56.52,44.13,96.42,21.23,2.7,14.3,29.01,12,12,35,5,6,80.66,1,1,0,47.52,55.13,Adaptive Learning Resources,Medium Risk,1
4400,19,Male,1,59.13,22.96,21.53,60.04,2.45,7.23,44.47,5,5,8,5,5,63.17,0,1,0,30.24,39.91,Academic Counseling and Tutoring,High Risk,2
4401,22,Male,3,65.03,87.14,48.75,42.92,1.3,2.15,41.23,18,12,32,3,6,99.11,0,0,0,34.51,41.95,Academic Counseling and Tutoring,High Risk,2
4402,18,Female,1,57.04,76.24,71.17,42.89,1.8,0.86,85.48,8,12,57,0,0,72.68,0,1,1,74.99,77.5,Regular Monitoring,Low Risk,0
4403,18,Male,3,37.2,65.1,95.38,13.47,3.22,9.4,80.71,34,11,2,6,0,21.5,0,0,0,65.33,67.3,Regular Monitoring,Low Risk,0
4404,21,Female,2,45.23,91.17,57.63,22.25,3.27,10.18,24.69,25,5,27,3,1,39.49,0,0,0,65.3,69.11,Regular Monitoring,Low Risk,0
4405,21,Male,4,42.48,28.81,91.15,73.68,2.8,0.74,36.08,3,8,30,8,1,93.66,0,0,0,49.53,53.4,Adaptive Learning Resources,Medium Risk,1
4406,23,Male,3,63.03,77.16,23.91,36.31,1.33,14.26,55.91,27,8,36,3,3,98.42,1,0,1,53.84,56.44,Adaptive Learning Resources,Medium Risk,1
4407,18,Female,3,48.79,31.73,60.18,49.79,3.56,8.36,26.98,26,8,38,8,4,33.99,0,0,0,38.73,42.76,Academic Counseling and Tutoring,High Risk,2
4408,23,Female,2,54.08,24.87,41.86,78.68,1.52,9.38,33.3,43,4,11,0,2,56.99,1,0,1,55.52,58.63,Adaptive Learning Resources,Medium Risk,1
4409,21,Male,3,65.65,30.63,82.63,50.03,3.16,8.68,92.68,6,3,70,9,5,46.45,0,1,1,41.34,44.73,Adaptive Learning Resources,Medium Risk,1
4410,22,Female,2,50.31,96.08,52.82,30.3,1.13,5.1,63.3,8,6,5,3,6,32.82,1,0,1,26.37,31.78,Academic Counseling and Tutoring,High Risk,2
4411,24,Female,1,50.99,55.23,55.4,59.48,2.0,13.56,83.73,33,5,72,1,4,46.29,0,1,1,62.74,64.55,Adaptive Learning Resources,Medium Risk,1
4412,20,Female,3,89.15,23.92,20.51,82.11,2.44,0.56,46.44,7,10,62,5,0,51.4,0,0,0,56.51,62.46,Adaptive Learning Resources,Medium Risk,1
4413,23,Male,4,70.63,66.69,52.23,63.97,1.08,11.33,49.98,9,5,8,8,3,71.68,0,1,0,37.71,40.27,Academic Counseling and Tutoring,High Risk,2
4414,22,Male,1,90.69,35.98,21.87,47.82,1.51,5.73,88.67,0,12,76,1,1,57.72,0,1,0,64.36,68.45,Adaptive Learning Resources,Medium Risk,1
4415,18,Female,1,68.44,20.55,40.46,21.31,1.96,3.26,72.57,7,12,50,1,5,85.55,0,1,1,40.7,46.52,Adaptive Learning Resources,Medium Risk,1
4416,24,Female,3,94.1,80.67,25.78,32.38,3.95,6.82,74.27,44,5,62,0,3,95.1,0,1,0,81.11,84.26,Regular Monitoring,Low Risk,0
4417,25,Male,4,51.56,32.39,43.43,95.15,3.34,3.37,71.12,38,3,15,8,2,47.53,1,1,0,47.43,51.04,Adaptive Learning Resources,Medium Risk,1
4418,21,Male,1,75.08,95.4,34.33,79.46,3.52,13.1,63.29,38,7,73,0,3,57.6,1,0,0,90.38,92.72,Regular Monitoring,Low Risk,0
4419,20,Male,4,67.71,67.42,39.24,17.88,3.0,12.04,99.29,16,5,25,1,3,76.82,0,0,0,69.52,71.15,Regular Monitoring,Low Risk,0
4420,22,Female,4,94.71,26.96,27.61,10.5,1.88,12.93,91.54,17,4,52,4,3,85.23,1,0,0,49.67,53.75,Adaptive Learning Resources,Medium Risk,1
4421,24,Male,1,62.2,37.43,52.37,25.79,3.13,12.62,76.87,33,4,32,6,0,33.74,0,0,1,62.54,65.39,Adaptive Learning Resources,Medium Risk,1
4422,19,Male,1,90.56,68.87,57.29,94.95,3.02,12.46,74.25,34,7,3,8,2,70.93,0,0,0,71.09,74.76,Regular Monitoring,Low Risk,0
4423,17,Male,3,71.65,47.05,86.12,62.2,2.83,8.93,26.74,2,1,73,0,1,84.63,0,1,1,82.21,83.32,Regular Monitoring,Low Risk,0
4424,20,Female,4,81.06,62.57,60.8,85.48,1.89,13.58,58.81,11,8,44,7,4,77.91,1,1,0,55.92,60.29,Adaptive Learning Resources,Medium Risk,1
4425,20,Male,3,92.65,83.96,34.44,51.87,1.79,1.36,59.68,3,11,52,0,1,74.32,0,0,1,70.43,73.07,Regular Monitoring,Low Risk,0
4426,17,Male,2,99.8,83.41,77.55,84.4,2.01,4.65,24.16,35,1,71,8,3,95.26,0,1,0,52.08,56.19,Adaptive Learning Resources,Medium Risk,1
4427,25,Female,1,82.52,75.84,40.27,13.05,1.94,3.58,80.45,8,6,12,9,3,78.38,0,0,1,30.07,39.95,Academic Counseling and Tutoring,High Risk,2
4428,19,Female,2,55.44,90.88,79.29,48.41,1.23,2.26,20.16,34,4,50,1,4,56.58,0,0,1,44.02,49.77,Adaptive Learning Resources,Medium Risk,1
4429,21,Male,3,54.44,35.95,47.91,43.98,3.41,0.59,54.02,2,11,17,2,2,88.9,1,0,0,60.3,66.38,Adaptive Learning Resources,Medium Risk,1
4430,22,Male,2,55.09,34.18,58.66,98.34,2.11,6.34,92.26,24,7,42,9,3,52.14,0,0,0,43.27,47.79,Adaptive Learning Resources,Medium Risk,1
4431,24,Female,2,41.36,83.95,57.82,37.04,3.12,11.0,47.23,25,11,31,3,0,82.75,1,0,1,79.14,80.59,Regular Monitoring,Low Risk,0
4432,22,Female,1,38.48,45.67,96.23,47.52,1.84,9.85,66.61,36,11,46,2,6,68.1,0,0,0,48.89,52.75,Adaptive Learning Resources,Medium Risk,1
4433,19,Female,2,72.75,60.97,28.06,78.29,2.81,9.94,44.64,26,6,72,1,5,66.47,0,0,1,62.35,67.08,Adaptive Learning Resources,Medium Risk,1
4434,22,Female,1,87.69,79.52,94.78,89.26,1.1,13.38,34.32,27,5,17,4,0,77.79,1,1,0,78.21,81.43,Regular Monitoring,Low Risk,0
4435,17,Female,1,37.35,51.67,62.77,89.05,1.32,14.38,78.4,18,5,32,1,1,74.45,0,1,0,74.15,75.35,Regular Monitoring,Low Risk,0
4436,20,Female,4,71.83,30.41,99.46,45.51,2.09,10.37,36.37,23,12,12,1,6,60.37,1,0,0,52.58,57.33,Adaptive Learning Resources,Medium Risk,1
4437,22,Male,1,59.16,74.36,63.72,95.37,1.81,1.73,25.78,36,6,79,7,0,90.26,1,1,0,57.84,62.14,Adaptive Learning Resources,Medium Risk,1
4438,23,Male,3,93.01,85.37,70.79,68.82,2.06,10.31,54.81,39,11,9,1,7,76.35,1,1,0,60.53,64.95,Adaptive Learning Resources,Medium Risk,1
4439,19,Male,1,44.45,21.02,78.71,86.6,3.79,8.54,76.71,43,7,13,7,1,64.35,0,0,0,68.81,73.49,Regular Monitoring,Low Risk,0
4440,25,Male,1,71.62,65.0,84.85,93.36,1.22,1.43,66.4,37,11,62,7,6,74.83,0,0,0,35.55,44.8,Academic Counseling and Tutoring,High Risk,2
4441,23,Female,2,98.11,57.55,55.59,31.02,2.39,4.23,39.55,24,3,39,0,3,44.23,0,0,1,57.93,62.56,Adaptive Learning Resources,Medium Risk,1
4442,17,Male,1,57.43,40.77,72.68,54.93,1.59,3.95,85.42,33,13,56,4,0,99.96,0,0,0,65.86,69.16,Regular Monitoring,Low Risk,0
4443,18,Female,1,83.22,32.88,67.27,62.9,2.07,11.71,27.77,14,12,14,8,7,54.89,0,1,1,29.05,31.71,Academic Counseling and Tutoring,High Risk,2
4444,17,Male,4,92.36,35.04,49.6,82.22,3.03,5.51,73.63,15,3,36,7,0,55.37,0,1,0,65.62,68.96,Regular Monitoring,Low Risk,0
4445,25,Male,1,47.1,78.0,84.77,46.1,3.92,7.76,68.53,3,7,63,9,4,48.22,0,0,0,53.01,58.5,Adaptive Learning Resources,Medium Risk,1
4446,25,Female,1,99.51,62.9,31.36,28.94,3.08,11.89,91.91,25,3,21,8,1,42.33,0,0,0,58.97,63.13,Adaptive Learning Resources,Medium Risk,1
4447,23,Male,4,87.61,98.49,29.21,76.89,3.65,14.08,62.15,38,7,55,2,4,96.88,0,1,0,85.9,88.97,Regular Monitoring,Low Risk,0
